Altitud,Presion,Temperatura,Velocidad,Aceleracion,Tiempo,AclX,AclY,AclZ,GiroX,GiroY,GiroZ,Lat,Long,Altgps,AltMAX
2109.264,784.2566,24.50508,9.683064,5.58969e-06,1732308,-0.0234375,0.02539063,0.9870605,2.946565,-0.5648855,-0.1679389,2008.08216,09822.97852,2123.5,2127.5
2110.025,784.1821,24.52461,9.690249,5.580019e-06,1736598,-0.03173828,0.02490234,0.987793,2.748092,-0.519084,-0.02290076,2008.08216,09822.97852,2123.5,2127.5
2109.702,784.2137,24.52949,9.74773,5.603889e-06,1739458,-0.02612305,0.02099609,0.9936523,2.694656,-0.259542,-0.1450382,2008.08216,09822.97852,2123.5,2127.5
2110.035,784.1811,24.50508,9.800421,5.624932e-06,1742318,-0.02929688,0.02294922,0.9990234,2.610687,-0.8091603,-0.2748091,2008.08216,09822.97852,2123.5,2127.5
2109.216,784.2612,24.47109,9.766891,5.596501e-06,1745178,-0.02319336,0.01953125,0.9956055,2.305344,-0.4961832,-0.09923664,2008.08216,09822.97852,2123.5,2127.5
2109.988,784.1858,24.47109,9.616004,5.501027e-06,1748038,-0.0234375,0.02709961,0.9802246,2.732824,-0.4122138,-0.1679389,2008.08216,09822.97852,2123.5,2127.5
2109.729,784.211,24.47109,9.764495,5.576881e-06,1750888,-0.02636719,0.01928711,0.9953613,2.480916,-0.7175572,-0.2519084,2008.08216,09822.97852,2123.5,2127.5
2109.845,784.1997,24.50019,9.73815,5.548241e-06,1755178,-0.02539063,0.02539063,0.9926758,2.687023,-0.6717557,-0.1679389,2008.08216,09822.97852,2123.5,2127.5
2110.294,784.1559,24.50508,9.611214,5.467011e-06,1758038,-0.02416992,0.02368164,0.9797363,2.618321,-0.01526718,-0.2824428,2008.08216,09822.97852,2123.5,2127.5
2109.644,784.2193,24.51484,9.831555,5.583262e-06,1760898,-0.02416992,0.02490234,1.002197,2.877863,-0.6412213,-0.1450382,2008.08216,09822.97852,2123.5,2127.5
2109.864,784.1979,24.46133,9.807606,5.56063e-06,1763758,-0.02880859,0.02270508,0.9997559,2.664122,-0.6946565,-0.1603053,2008.08216,09822.97852,2123.5,2127.5
2108.984,784.2837,24.41269,9.769285,5.529936e-06,1766618,-0.02661133,0.02392578,0.9958496,2.618321,-0.7862596,-0.3740458,2008.08216,09822.97852,2123.5,2127.5
2109.634,784.2205,24.40313,9.72378,5.495282e-06,1769478,-0.02392578,0.02099609,0.9912109,2.847328,-0.7099237,-0.2748091,2008.08216,09822.97852,2123.5,2127.5
2109.642,784.2195,24.38359,9.697434,5.467169e-06,1773758,-0.02685547,0.0246582,0.9885254,2.763359,-0.519084,-0.1374046,2008.08216,09822.97852,2123.5,2127.5
2109.396,784.2437,24.36406,9.64714,5.434433e-06,1775188,-0.02392578,0.0234375,0.9833984,2.633588,-0.04580153,-0.3358779,2008.08216,09822.97852,2123.5,2127.5
2110.3,784.1555,24.35449,9.66151,5.438147e-06,1776618,-0.02514648,0.02416992,0.9848633,2.900763,-0.4885496,-0.2824428,2008.08216,09822.97852,2123.5,2127.5
2109.547,784.2288,24.31543,9.73815,5.459375e-06,1783748,-0.02905273,0.02539063,0.9926758,2.984733,-0.6412213,-0.3358779,2008.08216,09822.97852,2123.5,2127.5
2110.154,784.1696,24.25234,9.716595,5.438571e-06,1786608,-0.02270508,0.02392578,0.9904785,2.870229,-0.5343512,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2110.424,784.1433,24.23281,9.75731,5.452632e-06,1789468,-0.02734375,0.02441406,0.9946289,2.770992,-0.7251908,-0.1145038,2008.08216,09822.97852,2123.5,2127.5
2109.467,784.2366,24.20859,9.73815,5.437579e-06,1790898,-0.02441406,0.0234375,0.9926758,2.839695,-0.5954198,-0.2977099,2008.08216,09822.97852,2123.5,2127.5
2110.051,784.1797,24.20371,9.649534,5.3838e-06,1792328,-0.02636719,0.02416992,0.9836426,2.580153,-0.5038168,-0.3129771,2008.08216,09822.97852,2123.5,2127.5
2109.354,784.2476,24.1793,9.687855,5.400871e-06,1793758,-0.02587891,0.02001953,0.9875488,2.282443,-0.7099237,-0.3053435,2008.08216,09822.97852,2123.5,2127
2110.128,784.2476,24.1793,9.78605,5.451268e-06,1795188,-0.01831055,0.02514648,0.9975586,2.725191,-0.6030535,-0.519084,2008.08216,09822.97852,2123.5,2127.5
2110.041,784.1805,24.0918,9.769285,5.428985e-06,1799468,-0.02636719,0.01953125,0.9958496,2.541985,-0.4274809,0.02290076,2008.08216,09822.97852,2123.5,2127.5
2110.088,784.176,24.12578,9.649534,5.35818e-06,1800898,-0.02612305,0.02636719,0.9836426,2.694656,-0.4045802,-0.2748091,2008.08216,09822.97852,2123.5,2127.5
2109.679,784.2159,24.17441,9.692644,5.373583e-06,1803758,-0.02514648,0.02026367,0.9880371,2.48855,-0.5877862,-0.3053435,2008.08216,09822.97852,2123.5,2127.5
2109.375,784.2458,24.14043,9.78126,5.414158e-06,1806608,-0.0246582,0.02148438,0.9970703,2.977099,-0.8778625,-0.1679389,2008.08216,09822.97852,2123.5,2127.5
2109.441,784.2392,24.13555,9.649534,5.332831e-06,1809458,-0.02587891,0.02416992,0.9836426,2.633588,-0.8854962,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2109.171,784.2654,24.15508,9.754915,5.382563e-06,1812318,-0.02832031,0.02270508,0.9943848,2.740458,-0.4427481,-0.2977099,2008.08216,09822.97852,2123.5,2127.5
2109.182,784.2644,24.13555,9.692644,5.339776e-06,1815178,-0.0222168,0.02563477,0.9880371,2.48855,-0.6183206,-0.2061069,2008.08216,09822.97852,2123.5,2127.5
2108.735,784.3081,24.13066,9.745335,5.360388e-06,1818028,-0.03076172,0.02416992,0.9934082,2.587786,-0.5572519,-0.1526718,2008.08216,09822.97852,2123.5,2127.5
2110.109,784.1741,24.08691,9.551338,5.245429e-06,1820888,-0.02124023,0.02661133,0.9736328,2.80916,0.03816794,-0.0610687,2008.08216,09822.97852,2123.5,2127.5
2109.906,784.1937,24.10156,9.687855,5.312058e-06,1823748,-0.02563477,0.02124023,0.9875488,2.473282,-0.6946565,-0.2061069,2008.08216,09822.97852,2123.5,2127.5
2109.967,784.1879,24.11602,9.596844,5.253944e-06,1826598,-0.02392578,0.02880859,0.9782715,2.862595,-0.1526718,-0.3816794,2008.08216,09822.97852,2123.5,2127.5
2109.573,784.2262,24.12578,9.520203,5.203838e-06,1829458,-0.0222168,0.03125,0.970459,3.022901,-0.2213741,0.0610687,2008.08216,09822.97852,2123.5,2127.5
2109.718,784.2123,24.09668,9.704619,5.296391e-06,1832308,-0.02612305,0.02294922,0.9892578,2.793893,-0.4045802,0.02290076,2008.08216,09822.97852,2123.5,2127.5
2109.592,784.2244,24.08691,9.82437,5.353419e-06,1835158,-0.02783203,0.01928711,1.001465,3.221374,-0.3435115,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2109.763,784.2076,23.99941,9.73815,5.29818e-06,1838018,-0.02197266,0.01977539,0.9926758,2.687023,-0.5343512,-0.1068702,2008.08216,09822.97852,2123.5,2127.5
2109.906,784.1937,24.10156,9.620794,5.19395e-06,1852308,-0.02099609,0.0246582,0.9807129,2.519084,-0.7022901,-0.1984733,2008.08216,09822.97852,2123.5,2127.5
2110.022,784.1824,24.13066,9.798025,5.28555e-06,1853738,-0.02319336,0.02075195,0.9987793,2.656489,-0.7328244,-0.389313,2008.08216,09822.97852,2123.5,2127.5
2109.745,784.2095,24.03828,9.793235,5.274828e-06,1856598,-0.02856445,0.0222168,0.998291,2.946565,-0.8396947,-0.2137404,2008.08216,09822.97852,2123.5,2127.5
2110.078,784.1769,24.01406,9.668694,5.199738e-06,1859458,-0.02416992,0.02368164,0.9855957,3.129771,-0.5267176,-0.2900764,2008.08216,09822.97852,2123.5,2127.5
2109.613,784.2225,24.04805,9.74294,5.23162e-06,1862318,-0.02368164,0.02661133,0.9931641,2.70229,-0.2061069,-0.1984733,2008.08216,09822.97852,2123.5,2127.5
2109.409,784.2422,24.06269,9.697434,5.199228e-06,1865168,-0.02709961,0.02294922,0.9885254,2.618321,-0.4274809,-0.1755725,2008.08216,09822.97852,2123.5,2127.5
2109.66,784.2178,24.08203,9.611214,5.145112e-06,1868028,-0.02368164,0.02368164,0.9797363,2.709924,-0.5114504,-0.2442748,2008.08216,09822.97852,2123.5,2127.5
2109.993,784.1853,24.05781,9.656719,5.161598e-06,1870878,-0.02612305,0.01977539,0.984375,2.78626,-0.610687,-0.4427481,2008.08216,09822.97852,2123.5,2127.5
2109.42,784.2411,24.04316,9.632769,5.140965e-06,1873728,-0.02270508,0.02172852,0.9819336,2.770992,-0.7328244,0.03816794,2008.08216,09822.97852,2123.5,2127.5
2108.984,784.2838,24.01875,9.766891,5.2046e-06,1876588,-0.02563477,0.02294922,0.9956055,2.923664,-0.610687,-0.08396947,2008.08216,09822.97852,2123.5,2127.5
2109.66,784.2178,23.95078,9.556129,5.08454e-06,1879448,-0.02124023,0.02172852,0.9741211,2.473282,-0.3129771,-0.4427481,2008.08216,09822.97852,2123.5,2127.5
2109.66,784.2178,23.95078,9.608819,5.104807e-06,1882308,-0.0222168,0.02368164,0.9794922,2.70229,-0.4274809,-0.2061069,2008.08216,09822.97852,2123.5,2127.5
2109.716,784.2123,23.96543,9.704619,5.147935e-06,1885148,-0.02880859,0.0246582,0.9892578,2.442748,-0.5267176,-0.2671756,2008.08216,09822.97852,2123.5,2127.5
2109.383,784.2449,23.98965,9.726174,5.151554e-06,1888008,-0.02636719,0.02246094,0.9914551,2.633588,-0.7557252,-0.2290076,2008.08216,09822.97852,2123.5,2127.5
2109.879,784.1964,24.02851,9.64714,5.101964e-06,1890868,-0.02124023,0.02783203,0.9833984,2.580153,-0.6412213,-0.1755725,2008.08216,09822.97852,2123.5,2127.5
2109.222,784.2607,24.05781,9.69504,5.119553e-06,1893728,-0.02001953,0.02734375,0.9882813,2.70229,-0.5267176,-0.129771,2008.08216,09822.97852,2123.5,2127.5
2110.004,784.1843,24.03828,9.733359,5.135936e-06,1895148,-0.0234375,0.0246582,0.9921875,2.70229,-0.5496183,-0.1832061,2008.08216,09822.97852,2123.5,2127.5
2108.905,784.2914,24.04316,9.7142,5.11813e-06,1897998,-0.02490234,0.0234375,0.9902344,2.618321,-0.8091603,-0.2290076,2008.08216,09822.97852,2123.5,2127.5
2109.288,784.2542,24.05293,9.79563,5.149421e-06,1902278,-0.0246582,0.01953125,0.9985352,2.519084,-0.4351145,-0.1450382,2008.08216,09822.97852,2123.5,2127.5
2109.089,784.2736,24.06738,9.644744,5.062491e-06,1905138,-0.0246582,0.02514648,0.9831543,2.816794,-0.5801527,-0.1374046,2008.08216,09822.97852,2123.5,2127.5
2109.335,784.2495,24.08691,9.716595,5.09256e-06,1907998,-0.02319336,0.02661133,0.9904785,2.442748,-0.5419847,-0.4198473,2008.08216,09822.97852,2123.5,2127.5
2109.605,784.2233,24.06738,9.716595,5.084938e-06,1910858,-0.01928711,0.02392578,0.9904785,2.854962,-0.5954198,-0.1679389,2008.08216,09822.97852,2123.5,2127.5
2109.586,784.2251,23.975,9.704619,5.071082e-06,1913718,-0.02416992,0.02441406,0.9892578,2.709924,-0.7557252,-0.2061069,2008.08216,09822.97852,2123.5,2127.5
2109.634,784.2205,23.87774,9.675879,5.048519e-06,1916578,-0.02294922,0.02539063,0.9863281,2.694656,-0.5954198,0.02290076,2008.08216,09822.97852,2123.5,2127.5
2108.764,784.3053,23.80976,9.687855,5.047235e-06,1919438,-0.0234375,0.02294922,0.9875488,2.923664,-0.5419847,-0.03053435,2008.08216,09822.97852,2123.5,2127.5
2107.916,784.3879,23.83398,9.692644,5.042217e-06,1922298,-0.02270508,0.02294922,0.9880371,2.717557,-0.5725191,-0.3664122,2008.08216,09822.97852,2123.5,2127.5
2108.651,784.3162,23.78047,9.666299,5.021042e-06,1925158,-0.02514648,0.02832031,0.9853516,3.114504,-0.6641222,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2108.823,784.2994,23.69297,9.716595,5.03968e-06,1928018,-0.02319336,0.02270508,0.9904785,2.78626,-0.6030535,-0.02290076,2008.08216,09822.97852,2123.5,2127.5
2108.701,784.3115,23.6832,9.544153,4.946572e-06,1929448,-0.02954102,0.02709961,0.9729004,3.473282,-1.465649,-0.2977099,2008.08216,09822.97852,2123.5,2127.5
2108.918,784.2902,23.62988,9.683064,5.014851e-06,1930878,-0.01855469,0.02636719,0.9870605,2.671756,-0.3435115,-0.1374046,2008.08216,09822.97852,2123.5,2127.5
2109.388,784.2444,23.5957,9.711804,5.022295e-06,1933738,-0.02539063,0.02148438,0.9899902,2.51145,-0.6717557,-0.2366412,2008.08216,09822.97852,2123.5,2127.5
2108.775,784.3042,23.65899,9.74294,5.030982e-06,1936588,-0.02539063,0.02490234,0.9931641,2.725191,-0.5801527,-0.09923664,2008.08216,09822.97852,2123.5,2127.5
2108.757,784.3059,23.69785,9.70941,5.006275e-06,1939448,-0.02636719,0.02758789,0.9897461,2.358779,-0.5343512,-0.1984733,2008.08216,09822.97852,2123.5,2127.5
2109.404,784.2427,23.68809,9.69504,4.987833e-06,1943738,-0.02661133,0.02514648,0.9882813,2.770992,-0.3129771,-0.08396947,2008.08216,09822.97852,2123.5,2127.5
2109.147,784.2678,23.68809,9.651929,4.958358e-06,1946598,-0.02319336,0.02368164,0.9838867,2.862595,-0.5343512,-0.2824428,2008.08216,09822.97852,2123.5,2127.5
2109.126,784.2699,23.72715,9.74773,5.000226e-06,1949458,-0.02270508,0.0234375,0.9936523,2.839695,-0.4198473,-0.2442748,2008.08216,09822.97852,2123.5,2127.5
2109.261,784.2568,23.71738,9.683064,4.959778e-06,1952318,-0.02539063,0.02490234,0.9870605,3.083969,-0.5877862,0.04580153,2008.08216,09822.97852,2123.5,2127.5
